Date/Time,环境:场地室外空气干球温度 [C](小时),热区: 空间102:区平均气温[C](小时),热区: 空间102:区域空气相对湿度[%](小时),热区:空间102:区空气CO2浓度[ppm](小时),人:区域热舒适Fanger模型PMV[](小时),人:区域热舒适Fanger模型PPD[%](小时),DOAS供电风机:风机电能 [KW.h](小时),热区: 空间102 VRF风机:风机电能 [KW.h](小时),VRF热泵:VRF热泵冷却电能[KW.h](小时),VRF热泵:VRF热泵加热电能[KW.h](小时)
 10/08  06:00:00,15.275,19.1203192,78.03678123,408.5305732,-1.251352199,37.79428887,0,0,0,0
 10/08  07:00:00,15.075,19.02520525,78.43991117,408.530208,-1.275241252,39.00237102,0,0,0,0
 10/08  08:00:00,14.9375,20.41643634,71.55649099,408.5300692,-1.124358249,31.83506141,0.383618639,0,0,0
 10/08  09:00:00,15.275,20.99456671,68.76324894,408.5300173,-0.967438021,24.77424203,0.383618639,0,0,0
 10/08  10:00:00,16.125,22.62969329,66.86582078,616.7121466,-0.734253804,16.70885055,0.383618639,0,0,0
 10/08  11:00:00,17.0625,22.98189421,68.69912765,723.7885156,-0.561957655,11.61512237,0.383618639,0,0,0
 10/08  12:00:00,18.025,23.32956797,68.02365232,732.5161122,-0.499748271,10.23108105,0.383618639,0,0,0
 10/08  13:00:00,18.9,23.39487858,66.69964312,680.8795642,-0.464348107,9.50302393,0.383618639,0,0,0
 10/08  14:00:00,19.7,23.76821199,64.16648008,668.4345037,-0.418225178,8.655237368,0.383618639,0,0,0
 10/08  15:00:00,20.3125,24.0027916,62.73972402,678.2753504,-0.374999704,7.929197417,0.383618639,0,0,0
 10/08  16:00:00,20.6875,24.40635233,61.98553019,740.9752893,-0.31082725,7.026103881,0.383618639,0,0,0
 10/08  17:00:00,20.8625,24.39094877,61.75239936,737.3824921,-0.273544177,6.554438008,0.383618639,0,0,0
 10/08  18:00:00,20.8375,24.03189452,61.13620041,637.3551694,-0.328571058,7.266765357,0.383618639,0,0,0
 10/08  19:00:00,20.55,23.66250403,60.38086277,525.0010829,-0.405551579,8.443214284,0.383618639,0,0,0
 10/08  20:00:00,20.0875,23.36349105,60.22178557,449.4180841,-1.50564014,51.20740436,0.383618639,0,0,0
 10/08  21:00:00,19.5875,23.19270376,60.72541877,419.5740888,-1.539363498,53.0419794,0.383618639,0,0,0
 10/08  22:00:00,19.0875,23.03456912,61.64005995,411.5102481,-1.561745238,54.26152492,0.383618639,0,0,0
 10/08  23:00:00,18.5875,22.86663993,62.43948512,409.33337,-1.586571902,55.61415185,0.383618639,0,0,0
 10/08  24:00:00,18.15,21.00589123,70.06824838,408.8039435,-1.801001618,66.84570657,0,0,0,0
 10/09  01:00:00,17.6875,20.16740769,73.84792933,408.6227679,-0.998401853,26.05713936,0,0,0,0
 10/09  02:00:00,17.1875,19.96788063,74.67273108,408.5638175,-1.043496757,27.98878654,0,0,0,0
 10/09  03:00:00,16.6875,19.78594604,75.37589737,408.5423141,-1.081398183,29.67133123,0,0,0,0
 10/09  04:00:00,16.1875,19.61022468,75.69248812,408.5344786,-1.119541695,31.41564215,0,0,0,0
 10/09  05:00:00,15.6875,19.43326076,76.01877541,408.531627,-1.159580948,33.2983807,0,0,0,0
 10/09  06:00:00,15.1875,19.25592285,76.2386199,408.5305904,-1.199952374,35.24701932,0,0,0,0
 10/09  07:00:00,14.8125,19.10833541,75.74689301,408.530214,-1.239671077,37.20957539,0,0,0,0
 10/09  08:00:00,14.6375,20.43205277,68.51324685,408.5300711,-1.104347797,30.89466202,0.383618639,0,0,0
 10/09  09:00:00,15.475,21.1219996,65.78747042,408.5300177,-0.945665576,23.90585982,0.383618639,0,0,0
 10/09  10:00:00,16.9375,23.0241115,64.58987845,616.7694428,-0.654437336,14.43760393,0.383618639,0,0,0
 10/09  11:00:00,18.0625,23.47425075,66.83205603,723.9428191,-0.448172189,9.193002786,0.383618639,0,0,0
 10/09  12:00:00,18.775,23.74067062,65.617127,732.5948733,-0.401270242,8.358249066,0.383618639,0,0,0
 10/09  13:00:00,19.3125,23.68881838,62.98787985,680.8319196,-0.401561216,8.363827366,0.383618639,0,0,0
 10/09  14:00:00,20,24.0574036,59.37082478,668.3331796,-0.361095502,7.727171097,0.383618639,0,0,0
 10/09  15:00:00,21.175,24.50062489,57.85877812,678.293098,-0.280126937,6.6427291,0.383618639,0,0,0
 10/09  16:00:00,22.5125,25.11584852,59.55357589,741.4361943,-0.171987961,5.645055939,0.383618639,0,0,0
 10/09  17:00:00,22.8125,25.10932994,62.65903037,738.1508835,-0.110673766,5.25429896,0.383618639,0,0,0
 10/09  18:00:00,22.2625,24.67234882,64.29954017,640.582971,-0.155839091,5.521588185,0.383618639,0,0,0
 10/09  19:00:00,21.375,24.15424983,65.27009348,525.1598125,-0.240635482,6.222086265,0.383618639,0,0,0
 10/09  20:00:00,20.375,23.69724498,66.04447801,449.4186078,-1.361681917,43.486382,0.383618639,0,0,0
 10/09  21:00:00,19.4375,23.36939874,66.7540541,419.5504477,-1.425016225,46.85076934,0.383618639,0,0,0
 10/09  22:00:00,18.725,23.11185159,67.11791129,411.4956537,-1.474095097,49.49569675,0.383618639,0,0,0
 10/09  23:00:00,18.25,22.93147634,66.9788449,409.327254,-1.511632205,51.53255381,0.383618639,0,0,0
 10/09  24:00:00,18.0375,21.11547921,74.1377337,408.8014009,-1.72548849,62.95945177,0,0,0,0
 10/10  01:00:00,17.9375,20.39963328,76.73299715,408.6218522,-0.9088051,22.44359135,0,0,0,0
 10/10  02:00:00,17.9,20.33610881,76.64807402,408.5635039,-0.932853858,23.37984189,0,0,0,0
 10/10  03:00:00,17.8375,20.28604081,76.85118939,408.5422222,-0.947851188,23.97657286,0,0,0,0
 10/10  04:00:00,17.675,20.21282126,77.50020512,408.5344581,-0.963641751,24.61448787,0,0,0,0
 10/10  05:00:00,17.475,20.12622698,78.47478331,408.5316256,-0.980932963,25.32424433,0,0,0,0
 10/10  06:00:00,17.2125,20.02310377,79.70221613,408.5305925,-0.999868348,26.11472785,0,0,0,0
 10/10  07:00:00,16.975,19.92053183,80.82007676,408.5302158,-1.020022164,26.97077575,0,0,0,0
 10/10  08:00:00,16.8375,21.51494613,73.34561455,408.530072,-0.848636868,20.5274755,0.383618639,0,0,0
 10/10  09:00:00,17.05,22.1655017,70.36967245,408.5300179,-0.66306707,14.23966301,0.383618639,0,0,0
 10/10  10:00:00,17.6375,23.52941836,68.95142707,617.3916712,-0.46894288,9.858423269,0.383618639,0,0,0
 10/10  11:00:00,18.4,23.77137135,69.87916179,723.6270474,-0.333883114,7.31948196,0.383618639,0,0,0
 10/10  12:00:00,19.2,24.0535895,67.53102014,732.2729722,-0.297226597,6.840147874,0.383618639,0,0,0
 10/10  13:00:00,20.125,24.11760048,64.46007837,680.6648142,-0.283475219,6.671090232,0.383618639,0,0,0
 10/10  14:00:00,21.125,24.53124474,61.24768814,668.3642712,-0.238320239,6.189230177,0.383618639,0,0,0
 10/10  15:00:00,22.125,24.89630921,59.80139586,678.3666197,-0.170079423,5.607374834,0.383618639,0,0,0
 10/10  16:00:00,22.9375,25.41791284,60.29030335,741.3031595,-0.07143538,5.132030502,0.383618639,0,0,0
 10/10  17:00:00,23.0125,25.37262376,62.20310993,737.8161515,-0.024776209,5.013537608,0.383618639,0,0,0
 10/10  18:00:00,22.4625,24.94575617,63.12407467,640.268001,-0.072201914,5.128508791,0.383618639,0,0,0
 10/10  19:00:00,21.575,24.39933309,63.63810366,524.9602217,-0.172431146,5.642149195,0.383618639,0,0,0
 10/10  20:00:00,20.5125,23.90428027,64.53251037,449.3237033,-1.303330472,40.44773611,0.383618639,0,0,0
 10/10  21:00:00,19.5375,23.55332444,65.75543304,419.5127674,-1.370286896,43.93663507,0.383618639,0,0,0
 10/10  22:00:00,18.7625,23.27313526,66.98888177,411.4821671,-1.417838779,46.46577391,0.383618639,0,0,0
 10/10  23:00:00,18.25,23.06513284,67.8558715,409.3226103,-1.456528552,48.54572203,0.383618639,0,0,0
 10/10  24:00:00,17.975,21.22862566,76.02484244,408.7996066,-1.670555759,60.07068657,0,0,0,0
 10/11  01:00:00,17.8375,20.50028271,79.76188836,408.6211999,-0.852506017,20.33902597,0,0,0,0
 10/11  02:00:00,17.8,20.43519733,80.37820645,408.5632484,-0.872674275,21.07615226,0,0,0,0
 10/11  03:00:00,17.7375,20.3870322,80.63996833,408.5421209,-0.8852503,21.54550124,0,0,0,0
 10/11  04:00:00,17.6375,20.32820194,80.63263625,408.5344179,-0.901848285,22.17476278,0,0,0,0
 10/11  05:00:00,17.475,20.25487089,80.44613785,408.5316098,-0.921240942,22.92436384,0,0,0,0
 10/11  06:00:00,17.3375,20.17980392,80.10821258,408.5305864,-0.944841012,23.85645852,0,0,0,0
 10/11  07:00:00,17.175,20.10040342,79.78811405,408.5302136,-0.968229419,24.80229477,0,0,0,0
 10/11  08:00:00,17.1,21.70314961,71.54059596,408.5300724,-0.803072258,18.92172213,0.383618639,0,0,0
 10/11  09:00:00,17.35,22.38629873,68.22953855,408.5300177,-0.614588993,12.92631418,0.383618639,0,0,0
 10/11  10:00:00,17.75,23.6903536,67.75652744,622.225911,-0.424501569,9.010811753,0.383618639,0,0,0
 10/11  11:00:00,18.025,23.76766793,70.07331539,723.3771071,-0.3104387,7.005177917,0.383618639,0,0,0
 10/11  12:00:00,18.225,23.85383919,69.62215568,731.7428985,-0.301763354,6.893064301,0.383618639,0,0,0
 10/11  13:00:00,18.4875,23.68583195,69.04452742,679.8959752,-0.320831586,7.146048678,0.383618639,0,0,0
 10/11  14:00:00,18.85,23.88585131,68.31696816,667.4081741,-0.306404552,6.956154469,0.383618639,0,0,0
 10/11  15:00:00,19.5,24.11982042,68.78355803,677.193716,-0.259006704,6.398201232,0.383618639,0,0,0
 10/11  16:00:00,20.2375,24.61520061,70.30519587,739.8749174,-0.164892842,5.591116357,0.383618639,0,0,0
 10/11  17:00:00,20.4375,24.55837332,72.54158129,736.203725,-0.12241354,5.311753471,0.383618639,0,0,0
 10/11  18:00:00,20.15,24.12674236,73.06973048,638.9259417,-0.180901558,5.703251983,0.383618639,0,0,0
 10/11  19:00:00,19.75,23.68188297,72.41533511,524.1644977,-0.273808746,6.575215401,0.383618639,0,0,0
 10/11  20:00:00,19.2875,23.3565272,71.59689142,448.9719131,-1.385169738,44.72673744,0.383618639,0,0,0
 10/11  21:00:00,18.85,23.16425691,71.04902023,419.3920535,-1.436391646,47.46100579,0.383618639,0,0,0
 10/11  22:00:00,18.5125,23.02322999,70.68710794,411.4461034,-1.470455776,49.29842874,0.383618639,0,0,0
 10/11  23:00:00,18.2125,22.90017601,70.52545715,409.3125873,-1.497858463,50.78397431,0.383618639,0,0,0
 10/11  24:00:00,18.0375,21.11195235,78.16935273,408.7962237,-1.707947386,62.04507655,0,0,0,0
 10/12  01:00:00,17.9375,20.40658041,81.12873824,408.6201035,-0.888740805,21.67885274,0,0,0,0
 10/12  02:00:00,17.775,20.30688547,81.41190558,408.5628631,-0.916507943,22.74039991,0,0,0,0
 10/12  03:00:00,17.575,20.2074674,81.26702271,408.5419807,-0.943947456,23.82116901,0,0,0,0
 10/12  04:00:00,17.3125,20.09780524,80.81361858,408.5343655,-0.973219966,25.00737093,0,0,0,0
 10/12  05:00:00,17.075,19.98969792,80.3508812,408.5315898,-1.005013415,26.33239744,0,0,0,0
 10/12  06:00:00,16.8125,19.88079493,79.86362577,408.5305787,-1.033586593,27.55654366,0,0,0,0
 10/12  07:00:00,16.575,19.77335912,78.91008835,408.5302105,-1.067094439,29.0296678,0,0,0,0
 10/12  08:00:00,16.4375,21.31903833,70.53264198,408.5300701,-0.909011006,22.74037534,0.383618639,0,0,0
 10/12  09:00:00,16.5875,21.92071516,67.15448355,408.5300174,-0.738346929,16.4791059,0.383618639,0,0,0
 10/12  10:00:00,16.95,23.25208094,66.01301917,617.2395185,-0.550901335,11.61161812,0.383618639,0,0,0
 10/12  11:00:00,17.35,23.38253607,67.98863698,723.1136808,-0.430293605,8.863091556,0.383618639,0,0,0
 10/12  12:00:00,17.6875,23.51681459,67.73627238,731.4885075,-0.410712029,8.517403866,0.383618639,0,0,0
 10/12  13:00:00,18.1125,23.39477442,67.28568244,679.6953208,-0.419250893,8.668811729,0.383618639,0,0,0
 10/12  14:00:00,18.675,23.66064347,66.45040779,667.2885415,-0.393129143,8.226818167,0.383618639,0,0,0
 10/12  15:00:00,19.3375,23.91334035,66.77907718,677.1048519,-0.338369621,7.387171576,0.383618639,0,0,0
 10/12  16:00:00,19.975,24.39230965,68.05527916,739.7380171,-0.246953215,6.291510363,0.383618639,0,0,0
 10/12  17:00:00,20.1375,24.32027545,70.02761775,736.0300352,-0.210524446,5.921055364,0.383618639,0,0,0
 10/12  18:00:00,19.85,23.88540093,70.215092,638.7722095,-0.271074117,6.551758398,0.383618639,0,0,0
 10/12  19:00:00,19.45,23.43558006,69.37136516,524.0663999,-0.366625814,7.81849021,0.383618639,0,0,0
 10/12  20:00:00,18.9875,23.10761913,68.61555056,448.9239244,-1.477599123,49.68667104,0.383618639,0,0,0
 10/12  21:00:00,18.55,22.92537096,67.99561396,419.3720596,-1.52631215,52.33132327,0.383618639,0,0,0
 10/12  22:00:00,18.2125,22.78913985,67.93183556,411.4389006,-1.556601144,53.98119991,0.383618639,0,0,0
 10/12  23:00:00,18.0375,22.70725167,68.18346809,409.3102257,-1.576319744,55.05572887,0.383618639,0,0,0
 10/12  24:00:00,17.9375,20.94181394,76.49509659,408.7919394,-1.774448502,65.49483537,0,0,0,0
 10/13  01:00:00,17.8375,20.25758301,80.16048694,408.6198765,-0.945450082,23.88186421,0,0,0,0
 10/13  02:00:00,17.8,20.18937963,80.99555653,408.5627942,-0.966190991,24.71818471,0,0,0,0
 10/13  03:00:00,17.7375,20.13824969,81.84443079,408.541967,-0.977442634,25.17982501,0,0,0,0
 10/13  04:00:00,17.575,20.0616521,82.76089535,408.534366,-0.99276531,25.81651086,0,0,0,0
 10/13  05:00:00,17.4375,19.98774051,83.66674638,408.5315924,-1.008940135,26.4978338,0,0,0,0
 10/13  06:00:00,17.275,19.91502845,84.52459993,408.5305807,-1.023134439,27.10425621,0,0,0,0
 10/13  07:00:00,17.075,19.82612842,85.15321881,408.5302116,-1.042365043,27.93776322,0,0,0,0
 10/13  08:00:00,17,21.45952576,76.33991444,408.5300708,-0.869445131,21.3029542,0.383618639,0,0,0
 10/13  09:00:00,17.3125,22.13910724,72.31907594,408.5300176,-0.681231824,14.75789084,0.383618639,0,0,0
 10/13  10:00:00,18.0625,23.53196085,70.34728746,617.3761818,-0.482790172,10.14361526,0.383618639,0,0,0
 10/13  11:00:00,19.0875,23.85388834,71.19018012,723.6567585,-0.333562917,7.315884236,0.383618639,0,0,0
 10/13  12:00:00,20.3125,24.26503789,69.35735929,732.4635021,-0.268234697,6.507560405,0.383618639,0,0,0
 10/13  13:00:00,21.675,24.49679284,67.30238877,681.0117214,-0.210012493,5.917373312,0.383618639,0,0,0
 10/13  14:00:00,23.1375,25.03711988,65.43958353,668.8222026,-0.130090634,5.372243531,0.383618639,0,0,0
 10/13  15:00:00,24.7,25.61009132,65.03993095,678.9844808,-0.004947435,5.031603458,0.383618639,0,0,0
 10/13  16:00:00,25.9875,26.3050612,66.7156406,742.137506,0.151701249,5.523945777,0.383618639,0,0,0
 10/13  17:00:00,26.15,26.33211152,69.67664407,738.752521,0.23027913,6.100457445,0.383618639,0,0,0
 10/13  18:00:00,25.4375,25.87138724,71.07642914,641.0128918,0.172975325,5.643767698,0.383618639,0,0,0
 10/13  19:00:00,24.35,25.33811748,71.59547197,525.3974076,0.076477024,5.142195539,0.383618639,0,0,0
 10/13  20:00:00,22.9625,24.82927014,72.06098851,449.5113929,-1.047638327,28.18316419,0.383618639,0,0,0
 10/13  21:00:00,21.5875,24.41108986,71.99780316,419.5716449,-1.131223762,31.96416169,0.383618639,0,0,0
 10/13  22:00:00,20.4125,24.04325641,71.74349732,411.4977445,-1.201509866,35.32644942,0.383618639,0,0,0
 10/13  23:00:00,19.4375,23.71675411,71.14559235,409.3260648,-1.267434293,38.60903474,0.383618639,0,0,0
 10/13  24:00:00,18.6625,21.72319008,78.5122448,408.8006332,-1.511178448,51.56565241,0,0,0,0
 10/14  01:00:00,18.025,20.78424227,80.79424514,408.6215081,-0.741225881,16.57747745,0,0,0,0
 10/14  02:00:00,17.4875,20.56994074,79.78009817,408.5633088,-0.801322014,18.54219484,0,0,0,0
 10/14  03:00:00,16.925,20.37567934,78.78184823,408.5421105,-0.850693801,20.27578646,0,0,0,0
 10/14  04:00:00,16.325,20.17029967,77.89893384,408.5343972,-0.902481244,22.20270568,0,0,0,0
 10/14  05:00:00,15.725,19.9648981,77.12119627,408.5315944,-0.954366904,24.24254242,0,0,0,0
 10/14  06:00:00,15.1875,19.76949678,76.34989107,408.5305774,-1.007240291,26.42923624,0,0,0,0
 10/14  07:00:00,14.75,19.60151173,75.65945267,408.5302089,-1.053823291,28.44252394,0,0,0,0
 10/14  08:00:00,14.5375,20.85163669,68.51228146,408.5300692,-0.929872699,23.4570228,0.383618639,0,0,0
 10/14  09:00:00,15,21.34015794,65.80765148,408.5300172,-0.800063584,18.49958592,0.383618639,0,0,0
 10/14  10:00:00,16.175,23.16990822,63.71363796,616.4077281,-0.55056591,11.82173643,0.383618639,0,0,0
 10/14  11:00:00,17.7625,23.82560206,65.3889563,722.9908026,-0.318318459,7.114359222,0.383618639,0,0,0
 10/14  12:00:00,19.5875,24.42480127,65.26665075,731.8299427,-0.20991527,5.942460205,0.383618639,0,0,0
 10/14  13:00:00,21.4875,24.80880033,64.45807251,680.5600452,-0.114698128,5.279117106,0.383618639,0,0,0
 10/14  14:00:00,23.3875,25.47265288,62.99674162,668.5594781,-0.008961507,5.03222411,0.383618639,0,0,0
 10/14  15:00:00,25.225,26.11652772,62.68693001,678.8493946,0.131102422,5.389375306,0.383618639,0,0,0
 10/14  16:00:00,26.5875,26.8010846,63.79575965,742.0510938,0.281336458,6.679517846,0.383618639,0,0,0
 10/14  17:00:00,26.8125,26.78904173,65.04183752,738.7189023,0.328187294,7.2412967,0.383618639,0,0,0
 10/14  18:00:00,26.2625,26.43889429,64.23050689,638.3365139,0.286113715,6.713984211,0.383618639,0,0,0
 10/14  19:00:00,25.3125,25.98206392,63.30212855,525.4821425,0.1983599,5.839262293,0.383618639,0,0,0
 10/14  20:00:00,24.15,25.53678687,62.58899683,449.5822579,-0.924775832,23.07432907,0.383618639,0,0,0
 10/14  21:00:00,23.0125,25.20067812,62.73378126,419.6141341,-0.990743491,25.73566738,0.383618639,0,0,0
 10/14  22:00:00,21.975,24.89347115,63.53840184,411.5166256,-1.040710428,27.86821877,0.383618639,0,0,0
 10/14  23:00:00,21.1,24.61184093,64.34817969,409.3331939,-1.088166339,29.97787363,0.383618639,0,0,0
 10/14  24:00:00,20.425,22.66372653,72.55986434,408.8038231,-1.309823505,40.98819066,0,0,0,0
 10/15  01:00:00,19.8875,21.6885503,77.6201112,408.6229626,-0.52447872,10.7611921,0,0,0,0
 10/15  02:00:00,19.3875,21.46836194,79.41177965,408.5639777,-0.56973021,11.80143231,0,0,0,0
 10/15  03:00:00,19.0125,21.31047521,80.59206006,408.5424064,-0.60243854,12.61156894,0,0,0,0
 10/15  04:00:00,18.7125,21.18601332,81.49261838,408.534527,-0.628396654,13.28810789,0,0,0,0
 10/15  05:00:00,18.475,21.07925882,82.36620088,408.531651,-0.651890361,13.92536654,0,0,0,0
 10/15  06:00:00,18.275,20.98670285,82.96672578,408.5306019,-0.672513435,14.50506389,0,0,0,0
 10/15  07:00:00,18.075,20.89302281,82.87895641,408.5302193,-0.697738429,15.23919105,0,0,0,0
 10/15  08:00:00,18,22.52361602,74.48474306,408.5300745,-0.533186917,11.29076461,0.383618639,0,0,0
 10/15  09:00:00,18.4375,23.28834569,71.29161037,408.5300182,-0.333467903,7.319247742,0.383618639,0,0,0
 10/15  10:00:00,19.2625,24.64226833,71.21018584,617.3344883,-0.128679939,5.594163242,0.383618639,0,0,0
 10/15  11:00:00,20.0375,24.89630737,74.20402698,723.4329395,0.021203353,5.010481691,0.383618639,0,0,0
 10/15  12:00:00,20.6125,25.10589183,74.3194937,731.9217793,0.063071607,5.085540657,0.383618639,0,0,0
 10/15  13:00:00,21.1125,25.05101745,73.61069253,680.1284382,0.068679436,5.099974831,0.383618639,0,0,0
 10/15  14:00:00,21.6125,25.29694128,72.35335783,667.6556933,0.093984762,5.187838909,0.383618639,0,0,0
 10/15  15:00:00,22.1125,25.49730958,72.09416245,677.4142604,0.13780012,5.396217635,0.383618639,0,0,0
 10/15  16:00:00,22.55,25.88305202,72.38646016,739.9985666,0.207009757,5.904879035,0.383618639,0,0,0
 10/15  17:00:00,22.575,25.79017633,73.28774289,736.2575512,0.228721641,6.087664751,0.383618639,0,0,0
 10/15  18:00:00,22.1875,25.36413176,72.74050182,636.2249057,0.164161935,5.58128329,0.383618639,0,0,0
 10/15  19:00:00,21.5625,24.91498822,71.21692664,524.1413937,0.068496031,5.119889844,0.383618639,0,0,0
 10/15  20:00:00,20.8,24.51340562,69.67502366,448.9335247,-1.059285509,28.69445658,0.383618639,0,0,0
 10/15  21:00:00,20.125,24.25289166,68.29914092,419.3672122,-1.129260435,31.86923462,0.383618639,0,0,0
 10/15  22:00:00,19.5875,24.04901559,67.84072439,411.4349711,-1.174973827,34.03560756,0.383618639,0,0,0
 10/15  23:00:00,19.2125,23.89028065,67.7294197,409.3082545,-1.21108325,35.79170008,0.383618639,0,0,0
 10/15  24:00:00,19.0375,22.07148574,75.32507761,408.7945611,-1.42080824,46.75270384,0,0,0,0
 10/16  01:00:00,18.875,21.31539612,78.80320667,408.6195649,-0.606036877,12.70554711,0,0,0,0
 10/16  02:00:00,18.7375,21.215311,79.53572108,408.562673,-0.634142794,13.44124697,0,0,0,0
 10/16  03:00:00,18.575,21.13249235,80.4438165,408.5419178,-0.651172822,13.90559743,0,0,0,0
 10/16  04:00:00,18.3125,21.02109591,81.19653188,408.534345,-0.675056627,14.57813649,0,0,0,0
 10/16  05:00:00,18.0125,20.89631703,81.9823804,408.5315831,-0.702445136,15.37919582,0,0,0,0
 10/16  06:00:00,17.7125,20.77111355,82.55337406,408.5305765,-0.730878422,16.24530801,0,0,0,0
 10/16  07:00:00,17.5375,20.67310773,82.83172275,408.5302098,-0.758751814,17.12710467,0,0,0,0
 10/16  08:00:00,17.5,22.27280921,75.15662962,408.5300698,-0.589721961,12.62720421,0.383618639,0,0,0
 10/16  09:00:00,17.6875,22.92593899,72.18275815,408.5300174,-0.405653238,8.431791164,0.383618639,0,0,0
 10/16  10:00:00,18.175,24.21489024,71.00640542,617.2102145,-0.224458378,6.27978937,0.383618639,0,0,0
 10/16  11:00:00,18.8375,24.41702401,72.7601714,723.0809454,-0.097552136,5.198090615,0.383618639,0,0,0
 10/16  12:00:00,19.5375,24.64831348,71.92095183,731.5699892,-0.064662995,5.090007529,0.383618639,0,0,0
 10/16  13:00:00,20.1125,24.59973828,70.46563314,679.8610732,-0.06295996,5.085933091,0.383618639,0,0,0
 10/16  14:00:00,20.3,24.75671482,68.29692106,667.3713099,-0.056573279,5.067185102,0.383618639,0,0,0
 10/16  15:00:00,19.9875,24.72404023,66.36987212,676.8970262,-0.061763641,5.080131509,0.383618639,0,0,0
 10/16  16:00:00,19.3625,24.81406529,64.56125663,739.0139203,-0.064314491,5.087834452,0.383618639,0,0,0
 10/16  17:00:00,18.725,24.46817645,63.69710562,734.8686696,-0.112592335,5.275263609,0.383618639,0,0,0
 10/16  18:00:00,18.125,23.8732977,62.81495166,637.6909279,-0.219568871,6.042825927,0.383618639,0,0,0
 10/16  19:00:00,17.65,23.31146831,62.21958678,523.367183,-0.341341817,7.449498426,0.383618639,0,0,0
 10/16  20:00:00,17.4375,22.98505502,62.72476468,448.5891105,-1.454422013,48.43312453,0.383618639,0,0,0
 10/16  21:00:00,17.4625,22.92476082,64.12933773,419.2507835,-1.474406095,49.51197404,0.383618639,0,0,0
 10/16  22:00:00,17.5,22.92255544,65.49600581,411.3996923,-1.469282095,49.23464031,0.383618639,0,0,0
 10/16  23:00:00,17.375,22.86727024,66.39735865,409.2979638,-1.473343312,49.45448028,0.383618639,0,0,0
 10/16  24:00:00,17.1125,21.09668889,73.86095864,408.7870809,-1.679345697,60.5347658,0,0,0,0
 10/17  01:00:00,16.75,20.39358007,75.86795541,408.6178132,-0.859806138,20.60799335,0,0,0,0
 10/17  02:00:00,16.2875,20.20477778,74.66940533,408.5618696,-0.912529813,22.58953801,0,0,0,0
 10/17  03:00:00,15.85,20.03035692,73.29491957,408.5415546,-0.963926543,24.62920001,0,0,0,0
 10/17  04:00:00,15.45,19.86918072,72.22339354,408.5341859,-1.011129779,26.59376121,0,0,0,0
 10/17  05:00:00,15.05,19.70959927,71.57447014,408.5315153,-1.0554497,28.51426832,0,0,0,0
 10/17  06:00:00,14.7125,19.56594282,71.31001187,408.5305482,-1.095475587,30.30914549,0,0,0,0
 10/17  07:00:00,14.5375,19.46270491,71.33751426,408.5301982,-1.126697864,31.74718752,0,0,0,0
 10/17  08:00:00,14.4375,20.74072303,65.50430317,408.5300657,-0.989084778,25.85519998,0.383618639,0,0,0
 10/17  09:00:00,15.025,21.26902416,63.85133403,408.5300163,-0.84874802,20.20947252,0.383618639,0,0,0
 10/17  10:00:00,16.2125,23.08768784,62.82464222,616.5174701,-0.587678913,12.69384801,0.383618639,0,0,0
 10/17  11:00:00,17.45,23.60875986,65.2336466,723.2286149,-0.375090939,7.933075821,0.383618639,0,0,0
 10/17  12:00:00,18.525,23.98659131,65.22765645,731.8546978,-0.302708584,6.914503459,0.383618639,0,0,0
 10/17  13:00:00,19.4625,24.05736563,64.31462188,680.2401712,-0.269846976,6.513553379,0.383618639,0,0,0
 10/17  14:00:00,20.3625,24.44895731,62.81871368,667.9096093,-0.216653632,5.988949345,0.383618639,0,0,0
 10/17  15:00:00,21.325,24.88760478,62.49141333,677.8084832,-0.11329952,5.286095286,0.383618639,0,0,0
 10/17  16:00:00,22.1375,25.47325444,63.85522831,740.5637598,0.014595757,5.03863375,0.383618639,0,0,0
 10/17  17:00:00,22.2125,25.4309598,66.49306134,736.9087929,0.069686803,5.101393467,0.383618639,0,0,0
 10/17  18:00:00,21.6625,24.95239743,67.75571971,639.4474169,0.008434264,5.028720502,0.383618639,0,0,0
 10/17  19:00:00,20.775,24.35721243,68.3139181,524.4215134,-0.107678237,5.272927419,0.383618639,0,0,0
 10/17  20:00:00,19.775,23.85123045,68.83404577,449.0515554,-1.247544648,37.61220248,0.383618639,0,0,0
 10/17  21:00:00,18.9,23.51687808,69.13624966,419.4052631,-1.317528833,41.1759575,0.383618639,0,0,0
 10/17  22:00:00,18.2875,23.27733919,69.1499888,411.4451491,-1.367054938,43.76545083,0.383618639,0,0,0
 10/17  23:00:00,17.975,23.1352489,69.1174626,409.3109466,-1.399987212,45.51138067,0.383618639,0,0,0
 10/17  24:00:00,17.8375,21.35535951,76.5474696,408.7917589,-1.606427461,56.6572878,0,0,0,0
 10/18  01:00:00,17.8625,20.72393875,78.69768479,408.6196263,-0.775876213,17.68620023,0,0,0,0
 10/18  02:00:00,17.9625,20.70581145,78.2603953,408.5626521,-0.791131013,18.19333104,0,0,0,0
 10/18  03:00:00,18,20.68773748,77.82485056,408.5418993,-0.801725725,18.55217916,0,0,0,0
 10/18  04:00:00,17.9375,20.64554167,77.39707236,408.5343365,-0.816192363,19.04992574,0,0,0,0
 10/18  05:00:00,17.8375,20.5875177,77.12535952,408.5315802,-0.83446921,19.69123973,0,0,0,0
 10/18  06:00:00,17.675,20.5133961,76.85582507,408.5305757,-0.854998183,20.42832758,0,0,0,0
