Datetime,Outsides_tem,Temperature,Related_humidity,CO2,PMV
 09/16  17:00:00,27.95,28.96408142,68.83240647,736.1895431,0.989288829
 09/16  18:00:00,27.85,28.77208326,68.79044533,636.2674705000001,0.9847575540000001
 09/16  19:00:00,27.2,28.43691462,67.68638795,524.1520751,0.91752465
 09/16  20:00:00,26.2125,28.05696406,66.90529837,448.9198796,-0.198989054
 09/16  21:00:00,25.2375,27.7453928,66.36477354,419.3554162,-0.269865581
 09/16  22:00:00,24.525,27.50977634,66.41991063,411.43312860000003,-0.320024531
 09/16  23:00:00,24.1125,27.35890985,67.40938008,409.31337560000003,-0.34899695700000005
 09/16  24:00:00,23.875,25.55455732,76.39268545,408.80328760000003,-0.542353202
 09/17  01:00:00,23.675,24.68102395,82.09916685,408.62964669999997,0.277827797
 09/17  02:00:00,23.4125,24.50237311,84.64467025,408.5728805,0.243479888
 09/17  03:00:00,22.8625,24.29434773,86.44099573,408.5520478,0.21184378399999998
 09/17  04:00:00,21.9125,23.96789359,86.83104147,408.5444045,0.147391253
 09/17  05:00:00,20.6875,23.56023496,85.75831233,408.5416052,0.051423102000000005
 09/17  06:00:00,19.45,23.14603217,83.30069629,408.54058310000005,-0.060698558
 09/17  07:00:00,18.4375,22.79244147,79.96588894,408.5402113,-0.171429935
 09/17  08:00:00,17.85,23.97282023,70.11668540000001,408.5400698,-0.08981274300000001
 09/17  09:00:00,17.8875,24.32454715,65.44188855,408.54001719999997,0.004082400999999999
 09/17  10:00:00,18.3125,25.71231742,63.06558596,616.6066758999999,0.18032757
 09/17  11:00:00,18.875,25.9996462,63.10476091,721.213224,0.32018368399999997
 09/17  12:00:00,19.5375,26.22435029,61.24950261,729.2536455000001,0.340983494
 09/17  13:00:00,20.3625,26.26536321,58.85337119,677.6456386,0.34403958
 09/17  14:00:00,21.325,26.64272467,56.86920831,665.6267797999999,0.381320069
 09/17  15:00:00,22.5125,27.03429919,56.61051221,675.7015437000001,0.451397609
 09/17  16:00:00,23.8125,27.63193822,58.8378588,738.5584915000001,0.568081497
 09/17  17:00:00,24.7375,27.80051411,62.37586314,735.0984368,0.656706943
 09/17  18:00:00,24.8125,27.57411819,64.63751171,635.4074822000001,0.657395215
 09/17  19:00:00,24.325,27.22657217,66.03351813,523.6144047,0.605849132
 09/17  20:00:00,23.5375,26.86211717,67.23128811,448.64959749999997,-0.49666646700000006
 09/17  21:00:00,22.7,26.55580709,68.06766562,419.2472993,-0.557607364
 09/17  22:00:00,22.025,26.30199448,68.66047209999999,411.39453199999997,-0.607670435
 09/17  23:00:00,21.55,26.10971286,68.66132339,409.3002509,-0.650759971
 09/17  24:00:00,21.2125,24.21673613,75.9997807,408.7976979,-0.881146735
 09/18  01:00:00,20.975,23.39324839,78.48964072,408.62722010000005,-0.087778085
 09/18  02:00:00,20.8375,23.28128301,77.69143697,408.5718088,-0.131454324
 09/18  03:00:00,20.7375,23.20162974,77.20937903,408.5516015,-0.16159690699999998
